expediente,producto,titular,registrosanitario,fechaexpedicion,fechavencimiento,estadoregistro,expedientecum,consecutivocum,cantidadcum,descripcioncomercial,estadocum,fechaactivo,fechainactivo,muestramedica,unidad,atc,descripcionatc,viaadministracion,concentracion,principioactivo,unidadmedida,cantidad,unidadreferencia,formafarmaceutica,nombrerol,tiporol,modalidad,IUM
20020712,DAMACIR CAPSULAS,LABORATORIOS WEIDER SAS,INVIMA 2010M-0011138,29/07/2010,08/11/2015,Vencido,20020712,3,50.0,CAJA PLEGADIZASIN DATOXSIN DATO300 CAPSULAS EN FOIL DE ALUMINIO X 10 CAPSULAS,Inactivo,29/06/2010,08/11/2015,No,U,J01CF01,DICLOXACILINA,ORAL,A,CADA CAPSULA CONTIENE DICLOXACILINA SODICAMONOHIDRATO EQUIVALENTE A500MG. DE DICLOXACILINA BASE,mg,55340000.0,CAPSULA,CAPSULA DURA,SYNTOFARMA S.A.,FABRICANTE,FABRICAR Y VENDER,
20021002,IPCA HITRAMSR,IPCA LABORATORIES LIMITED,INVIMA 2011M-0012466,08/09/2011,26/08/2016,Vencido,20021002,4,20.0,CAJA POR 20 TABLETAS.,Inactivo,28/04/2011,26/08/2016,No,U,N02AX02,TRAMADOL,ORAL,A,TRAMADOL CLORHIDRATO,mg,20000000.0,TABLETA RECUBIERTA DE LIBERACION SOSTENIDA,TABLETA DE LIBERACION PROLONGADA,IPCA LABORATORIES LIMITED,FABRICANTE,IMPORTAR Y VENDER,
20021002,IPCA HITRAMSR,IPCA LABORATORIES LIMITED,INVIMA 2011M-0012466,08/09/2011,26/08/2016,Vencido,20021002,16,28.0,MUESTRA MÉDICA CAJA POR 28 TABLETAS,Inactivo,28/04/2011,26/08/2016,No,U,N02AX02,TRAMADOL,ORAL,A,TRAMADOL CLORHIDRATO,mg,20000000.0,TABLETA RECUBIERTA DE LIBERACION SOSTENIDA,TABLETA DE LIBERACION PROLONGADA,IPCA LABORATORIES LIMITED SUCURSAL COLOMBIA,IMPORTADOR,IMPORTAR Y VENDER,
20021020,CANDERSARTAN CILEXETILO SANDOZ 8 MG TABLETAS,SANDOZ GMBH,INVIMA 2011M-0011803,24/01/2011,02/09/2016,Vencido,20021020,11,84.0,CAJA CON 84TABLETAS EN BLISTERES DE ALU/ALU,Inactivo,27/09/2010,02/09/2016,No,U,C09CA06,CANDESARTAN,ORAL,A,CANDESARTAN CILEXETILO,mg,800000.0,CADA TABLETA,TABLETA,LEK PHARMACEUTICALS D.D.,FABRICANTE,IMPORTAR Y VENDER,
20021023,RISPOLUX ® 1 MG,SANDOZ GMBH,INVIMA 2016M-0011645-R1,12/01/2010,27/01/2022,Vencido,20021023,3,50.0,CAJA POR 50 TABLETAS CUBIERTAS CON PELÍCULA. EN BLISTER PVC/PE/PVDC-ALU POR 10 TABLETAS CADA UNO,Inactivo,31/08/2010,27/01/2022,No,U,N05AX08,RISPERIDONA,ORAL,A,RISPERIDONA,mg,100000.0,CADA TABLETA CUBIERTA CON PELÍCULA,TABLETA CUBIERTA CON PELICULA,NOVARTIS DE COLOMBIA S.A.,IMPORTADOR,IMPORTAR Y VENDER,
20022236,PIPERACILINA/TAZOBACTAM 4G/500MG,FEPARVI LTDA,INVIMA 2011M-0012039,31/03/2011,15/04/2016,Vencido,20022236,9,25.0,CAJA PLEGADIZA POR 25 VIALES DE VIDRIO TIPO I,Inactivo,23/03/2011,15/04/2016,No,U,J01CR05,PIPERACILINA E INHIBIDOR ENZIMATICO,INTRAVENOSA,A,TAZOBACTAM SODICO EQUIVALENTE A TAZOBACTAM,g,0.5,CADA VIAL,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,FEPARVI LTDA,IMPORTADOR,IMPORTAR Y VENDER,
20022823,COARSUCAM® 100MG/270MG,SANOFI-AVENTIS DE COLOMBIA S.A.,INVIMA 2011M-0012009,28/03/2011,14/04/2016,Vencido,20022823,3,150.0,CAJA POR 150SIN DATOTABLETAS EN BLISTER ALU/ALU,Inactivo,22/03/2011,14/04/2016,No,U,P01BE03,ARTESUNATO,ORAL,A,AMODIAQUINA CLORHIDRATO EQUIVALENTE A AMODIAQUINA BASE,mg,27000000.0,TABLETA,TABLETA,MAPHAR LABORATOIRES,FABRICANTE,IMPORTAR Y VENDER,
20023861,DITOL®TABLETAS,LABORATORIOS LEGRAND S.A.,INVIMA 2011M-0012399,19/07/2011,08/11/2016,Vencido,20023861,4,4.0,CAJA POR 4 TABLETAS EN BLISTER PVC-PVDC/ALUMINIO,Inactivo,18/11/2011,08/11/2016,No,U,R05XX99,PREPARACIONES DE OTRAS COMBINACIONES PARA EL RESFRIADO COMÚN,ORAL,A,FENILEFRINA CLORHIDRATO,mg,1500000.0,TABLETA,TABLETA,LABORATORIOS LEGRAND S.A.,FABRICANTE,FABRICAR Y VENDER,
20024604,VGP® GLUCOSAMINA 500 MG - CONDROITINA 400 MG CAPSULAS DE GELATINA DURA,NATURAL VGP NUTRITION S.A.S,INVIMA 2011M-0012418,22/07/2011,08/04/2016,Vencido,20024604,5,120.0,FRASCO EN PET CON TAPA EN POLIPROPILENO POR 120 CAPSULAS.,Inactivo,22/10/2010,08/04/2016,No,U,M01AX05,GLUCOSAMINA,ORAL,A,CONDROITINA SULFATO DE SODIO,mg,40000000.0,CAPSULA,CAPSULA DURA,NYEL LLC,FABRICANTE,IMPORTAR Y VENDER,
20025161,FRESHLYPAUSIA,LABORATORIOS NATURAL FRESHLY INFABO S.A.S. INSTITUTO FARMACOLOGICO BOTANICO S.A.S,INVIMA 2012M-0013366,16/07/2012,31/07/2017,Vencido,20025161,11,70.0,FRASCO PVC AZUL POR 70 TABLETAS RECUBIERTAS,Inactivo,15/02/2011,31/07/2017,No,U,A12AA20,CALCIO (DIFERENTES SALES EN COMBINACION),ORAL,A,VITAMINA D3 100000 UI/G EQUIVALENTE AVITAMINA D,UI,30000000.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
20025392,IPCA GABATA®400,IPCA LALBORATORIESLIMITED,INVIMA 2012M-0013865,12/10/2012,23/01/2018,Vencido,20025392,3,30.0,CAJA X 3 BLISTERS PVDC /PVC / ALUSIN DATOX 10 CÁPSULAS C/U,Inactivo,19/06/2012,23/01/2018,No,U,N03AX12,GABAPENTIN,ORAL,A,GABAPENTINA,mg,40000000.0,CÁPSULA DURA,CAPSULA DURA,IPCA LABORATORIES LIMITED SUCURSAL COLOMBIA,IMPORTADOR,IMPORTAR Y VENDER,
20026115,MECLONIR,ACULIFE HEALTHCARE PRIVATE LIMITED,INVIMA 2016M-0011577-R1,17/11/2010,10/01/2021,Vencido,20026115,5,120.0,CAJA POR 120 AMPOLLAS POR 2ML,Inactivo,31/01/2012,10/01/2021,No,U,A03FA01,METOCLOPRAMIDA,INTRAVENOSA,A,CLORHIDRATO DE METOCLOPRAMIDA EQUIVALENTE A METOCLOPRAMIDA CLORHIDRATO ANHIDRA,mg,1000000.0,AMPOLLA DE 2 ML,SOLUCION INYECTABLE,ACULIFE HEALTHCARE PRIVATE LIMITED,FABRICANTE,IMPORTAR Y VENDER,
20027907,BETAPLEX® 6.25 MG TABLETAS,LABORATORIOS SYNTHESIS S.A.S.,INVIMA 2017M-0012819-R1,02/06/2012,28/11/2022,Vencido,20027907,7,7.0,CAJA PLEGADIZA POR 7 TABLETAS EN BLÍSTER PVC ÁMBAR / ALUMINIO POR 7 TABLETAS CADA BLÍSTER (CON DENOMINACIÓN DE MARCA) + INSERTO.,Inactivo,12/10/2012,28/11/2022,No,U,C07AG02,CARVEDILOL,ORAL,A,CARVEDILOL,mg,625000.0,CADA TABLETA CONTIENE:,TABLETA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20027907,BETAPLEX® 6.25 MG TABLETAS,LABORATORIOS SYNTHESIS S.A.S.,INVIMA 2017M-0012819-R1,02/06/2012,28/11/2022,Vencido,20027907,18,7.0,MUESTRA MÉDICA: CAJA PLEGADIZA POR 7 TABLETAS EN BLÍSTER PVC ÁMBAR / ALUMINIO POR 7 TABLETAS CADA BLÍSTER (CON DENOMINACIÓN DE MARCA) + INSERTO.SIN DATO,Inactivo,12/10/2012,28/11/2022,Si,U,C07AG02,CARVEDILOL,ORAL,A,CARVEDILOL,mg,625000.0,CADA TABLETA CONTIENE:,TABLETA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20028107,NUTRIZYM ® GRAGEAS,MERCK S.A.,INVIMA 2011M-0012743,14/12/2011,18/01/2017,Vencido,20028107,1,10.0,BLISTER CON 10 TABLETAS CUBIERTAS (GRAGEA),Inactivo,29/03/2011,18/01/2017,No,U,A03AX13,SILICONAS,ORAL,A,DIMETILPOLISILOXANO,mg,4500000.0,GRAGEA,TABLETA CON CUBIERTA ENTERICA(GRAGEA),ALTEA FARMACEUTICA S.A.,FABRICANTE,FABRICAR Y VENDER,
20028341,FADA CLINDAMICINA,LABORATORIO INTERNACIONAL ARGENTINO S.A.,INVIMA 2011M-0012459,08/08/2011,29/09/2016,Vencido,20028341,2,2.0,CAJA POR 2 AMPOLLAS DE VIDRIO TIPO I,Inactivo,13/05/2011,29/09/2016,No,U,D10AF01,CLINDAMICINA,INTRAMUSCULAR,A,CLINDAMICINA FOSFATO ( EQUIVALENTE A BASE),mg,60000000.0,AMPOLLA X 4 ML,SOLUCION INYECTABLE,FADA PHARMA COLOMBIA SAS,IMPORTADOR,IMPORTAR Y VENDER,
20028483,GLYREE - M2 TABLETAS,IPCA LABORATORIES LIMITED,INVIMA 2011M-0011966,03/10/2011,28/03/2016,Vencido,20028483,13,2.0,MUESTRA MEDICA: CAJA CON UN BLISTER POR 2TABLETAS,Inactivo,10/07/2011,28/03/2016,Si,U,A10BD02,METFORMINA Y SULFONILUREAS,ORAL,A,CLORHIDRATO DEMETFORMINA,mg,50000000.0,TABLETA DE LIBERACIÓN SOSTENIDA,TABLETA DE LIBERACION PROLONGADA,IPCA LABORATORIES LIMITED,FABRICANTE,IMPORTAR Y VENDER,
20028483,GLYREE - M2 TABLETAS,IPCA LABORATORIES LIMITED,INVIMA 2011M-0011966,03/10/2011,28/03/2016,Vencido,20028483,19,28.0,MUESTRA MEDICA: CAJA CON 2 BLISTER POR 14 TABLETAS,Inactivo,10/07/2011,28/03/2016,Si,U,A10BD02,METFORMINA Y SULFONILUREAS,ORAL,A,CLORHIDRATO DEMETFORMINA,mg,50000000.0,TABLETA DE LIBERACIÓN SOSTENIDA,TABLETA DE LIBERACION PROLONGADA,IPCA LABORATORIES LIMITED,FABRICANTE,IMPORTAR Y VENDER,
20029229,RISPYL,AXON PHARMA COLOMBIA S.A.S,INVIMA 2011M-0012226,30/05/2011,22/06/2016,Vencido,20029229,5,20.0,CAJA POR 20 TABLETAS EN BLISTER ALUMINIO/ALUMINIO 2 BLISTER POR 10 TABLETAS,Inactivo,16/05/2011,22/06/2016,No,U,N05AX08,RISPERIDONA,ORAL,A,RISPERIDONA,mg,300000.0,TABLETA RECUBIERTA,TABLETA CUBIERTA CON PELICULA,LABORATORIOS LESVI. SL,FABRICANTE,IMPORTAR Y VENDER,
20030995,ZOPLIMAX 1 MG TABLETAS CUBIERTAS,GARMISCHPHARMACEUTICAL S.A.,INVIMA 2011M-0012670,18/11/2011,12/01/2016,Vencido,20030995,2,15.0,CAJA POR 15SIN DATOTABLETAS EN BLISTER PVDC / ALUMINIO .,Inactivo,22/07/2011,12/01/2016,No,U,N05CF01,ZOPICLONA,ORAL,A,ESZOPICLONA,mg,100000.0,TABLETA CON PELICULA,TABLETA CUBIERTA CON PELICULA,LABORATORIO INTERNACIONAL DE COLOMBIA S.A.S - LABINCO S.A.S,FABRICANTE,FABRICAR Y VENDER,
20033259,OLIMELN5E,LABORATORIOS BAXTER S.A.,INVIMA 2012M-0012906,20/02/2012,03/07/2017,Vencido,20033259,2,1500.0,BOLSA MULTICAPA CONTRES COMPARTIMENTOS POR 1500 ML,Inactivo,16/08/2011,03/07/2017,No,ml,B05BA10,COMBINACIONES,PARENTERAL,A,ARGININA,g,0.323,100 ML,EMULSION INYECTABLE,BAXTER S.A.,FABRICANTE,IMPORTAR Y VENDER,
20033950,QUETIAPINA 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,LABORATORIOS NORMON S.A.,INVIMA 2012M-0013003,20/03/2012,19/04/2017,Vencido,20033950,3,250.0,CAJA POR 250 TABLETAS RECUBIERTAS CON PELÍCULA EN BLISTER PVC/ALUMINIO.,Inactivo,08/01/2011,19/04/2017,No,U,N05AH04,QUETIAPINA,ORAL,A,QUETIAPINA FUMARATO,mg,2500000.0,POR TABLETA,TABLETA CUBIERTA CON PELICULA,LIBCOM DE COLOMBIA SAS,IMPORTADOR,IMPORTAR Y VENDER,
20035132,FP-20,LABORATORIOS PISA S.A. DE C.V.,INVIMA 2012M-0013541,17/08/2012,09/10/2017,Vencido,20035132,1,1.0,FRASCO ÁMPULA POR 50 ML DE VIDRIO TIPO I TRANSPARENTE. INCOLORO CON TAPÓN GRIS DE CLOROBUTILO Y TAPA DE ALUMINIO TIPO FLIP-OFF COLOR NARANJA.,Inactivo,20/09/2011,09/10/2017,No,U,B05XA06,POTASIO FOSFATO INCL COMBINACIONES CON OTRAS SALES DE POTASIO,INTRAVENOSA,A,FOSFATO MONOBÁSICO DE POTASIO,g,150000.0,FRASCO AMPULA X 50 ML,SOLUCION INYECTABLE,LABORATORIOS PISA S. A. DE CV,FABRICANTE,IMPORTAR Y VENDER,
20036108,NPLATE ® 500 MCG,AMGEN EUROPE B.V,INVIMA 2012M-0013223,22/05/2012,06/05/2017,Vencido,20036108,1,1.0,VIAL DE 5 ML QUE CONTIENE 625 MCG DE ROMIPLOSTIM POLVO PARA RECONSTITUIR A SOLUCION,Inactivo,10/10/2011,06/05/2017,No,U,B02BX04,ROMIPLOSTIM,SUBCUTANEA,S,ROMIPLOSTIM,mcg,62500000.0,VIAL,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,AMGEN BIOTECNOLÓGICA S.A.S,IMPORTADOR,IMPORTAR Y VENDER,
20036743,METILPREDNISOLONA 500 MG,LABORATORIO DE PRODUCTOS ETICOS C.E.I.S.A,INVIMA 2012M-0012896,20/02/2012,03/01/2017,Vencido,20036743,1,10.0,CAJA POR 10 FRASCOS VIALES EN VIDRIO TIPO I CON POLVO LIOFILIZADO,Inactivo,22/09/2011,03/01/2017,No,U,D07AA01,METILPREDNISOLONA,INTRAMUSCULAR,A,METILPREDNISOLONA SUCCINATO SÒDICO EQUIVALENTE A METILPREDNISOLONA,mg,50000000.0,VIAL,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,IMPORTACIÓN. DISTRIBUCIÓN Y REGISTRO JAME S.A.S.,IMPORTADOR,IMPORTAR Y VENDER,
20037105,QUETIREL®200 MG TABLETAS RECUBIERTAS,SANDOZ GMBH,INVIMA 2018M-0012986-R1,03/12/2012,04/05/2023,Vencido,20037105,13,50.0,CAJA X 50 TABLETAS RECUBIERTAS EN BLISTER DE PVC /COC/ PVDC/ALU,Inactivo,25/10/2011,03/12/2018,No,U,N05AH04,QUETIAPINA,ORAL,A,FUMARATODE QUETIAPINA (230.26MG). EQUIVALENTE A QUETIAPINA,mg,20000000.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,GENVEON ILAC SANAYI VETICARET A.S.,FABRICANTE,IMPORTAR Y VENDER,
20038145,DUMIDEM,DUMIAN MEDICAL S.A.S.,INVIMA 2012M-0013100,20/04/2012,18/05/2017,Vencido,20038145,5,100.0,BANDEJA TERMOENCOGIDA * 100 VIALES DE VIDRIO TIPO I,Inactivo,23/11/2011,18/05/2017,No,U,J01DH02,MEROPENEM,INTRAVENOSA,A,MEROPENEM TRIHIDRATADO 1140.8MG EQUIVALENTE A MEROPENEM,mg,100000000.0,VIAL,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,DUMIAN MEDICAL S.A.S.,IMPORTADOR,IMPORTAR Y VENDER,
20038171,OLMEDIPIN® AM 40/10 TABLETAS RECUBIERTA,LABORATORIOS SYNTHESIS S.A.S.,INVIMA 2017M-0013089-R1,20/04/2012,31/10/2022,Vencido,20038171,13,100.0,CAJA PO 100 TABLETAS RECUBIERTAS EN BLISTER PVC/PCTFE(ACLAR TRANSPARENTE)- ALUMINIO POR 10 TABLETAS DENTRO DE PORTABLISTER,Inactivo,12/12/2012,15/03/2017,No,U,C09CA08,OLMESARTAN MEDOXIMIL,ORAL,A,OLMESARTAN MEDOXOMILO,mg,4000000.0,TABLETA CIRCULAR BICONVEXA RANURADA,TABLETA RECUBIERTA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20039159,CANDAM® H 5/16/12.5 MG,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2017M-0013419-R1,24/07/2012,31/10/2022,Vencido,20039159,7,30.0,CAJA POR 30 TABLETAS EN BLISTER ALU/ALU MAS PAPEL ALU,Inactivo,24/11/2011,31/10/2022,No,U,C09DA06,CANDESARTAN Y DIURETICOS,ORAL,A,CANDESARTAN CILEXETILO,mg,1600000.0,SIN DATO,TABLETA RECUBIERTA,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20040878,WEI-GRIP ULTRA ®,LABORATORIOS WEIDER LTDA,INVIMA 2012M-0013634,09/10/2012,10/08/2017,Vencido,20040878,1,10.0,ESTUCHE DE CARTON POR 1 BLISTER (10 CAPSULAS),Inactivo,22/11/2011,10/08/2017,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,CETERIZINA CLORHIDRATO,mg,500000.0,CAPSULA DURA,CAPSULA DURA,LABORATORIO QUIMIFARMA SAS,FABRICANTE,FABRICAR Y VENDER,
20042070,ARANDA® 5/50 MG CAPSULAS,FARMA DE COLOMBIA S.A.S.,INVIMA 2013M-0014374,22/07/2013,08/12/2018,Vencido,20042070,1,6.0,CAJA X 6 CÁPSULAS EN BLISTER ALU-ALU,Inactivo,16/03/2012,08/12/2018,No,U,C09DB06,LOSARTAN Y AMLODIPINO,ORAL,A,AMLODIPINO BESILATO EQUIVALENTE ADE AMLODIPINO BASE,mg,500000.0,CÁPSULA DURA,CAPSULA DURA,FARMA DE COLOMBIA S.A.S.,IMPORTADOR,IMPORTAR Y VENDER,
20042155,FUZOLAF,LABORATORIOS PAULY PHARMACEUTICAL S.A.S.,INVIMA 2012M-0013783,14/11/2012,12/05/2017,Vencido,20042155,3,10.0,FRASCO PEAD BLANCO CON VALVULA DOSIFICADORA DESIN DATOPP/PE/ PEAD BLANCO POR 10ML .,Inactivo,06/12/2012,12/05/2017,No,ml,D08AC02,CLORHEXIDINA,TOPICA (EXTERNA),B,CLORHEXIDINA GLUCONATO SOLUCION 20% EQUIVALENTE A CLORHEXIDINA GLUCONATO,g,200000.0,100 ML DE SOLUCION,SOLUCION TOPICA,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20042207,CANDESARTAN CILEXETILO 16 MG. HIDROCLOROTIAZIDA 12.5 MG.,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2012M-0013415,24/07/2012,15/08/2017,Vencido,20042207,1,2.0,CAJA POR 2 TABLETAS BLISTER DE 2 TBL. PVC/PE /PVDC INCOLORO/AL EN ESTUCHE DE CARTULINA,Inactivo,16/04/2012,15/08/2017,No,U,C09DA06,CANDESARTAN Y DIURETICOS,ORAL,A,HIDROCLOROTIAZIDA,mg,1250000.0,POR TABLETA,TABLETA,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20043311,BIOGRIP MAX TABLETAS,BLUEPHARMA COLOMBIA S.A.S.,INVIMA 2012M-0013676,25/09/2012,16/10/2017,Vencido,20043311,2,4.0,CAJA DE CARTULINA X 4 TABLETAS EN FOIL DE POLIPROPILENO-ALUMINIO-POLIETILENO X 4 TABLETAS,Inactivo,21/03/2012,16/10/2017,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,ACETAMINOFEN,mg,50000000.0,TABLETA,TABLETA,BIOGEN LABORATORIOS DE COLOMBIA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20043449,HIDRANTA 45MEQ SOLUCION ELECTROLITICA,FARMA DE COLOMBIA S.A.S.,INVIMA 2012M-0013213,22/05/2012,31/05/2017,Vencido,20043449,6,250.0,MUESTRA MEDICA: FRASCO DE POLIETILENO DE ALTA DENSIDAD (PEAD) POR 250 ML SABOR TUTI-FRUTTI,Inactivo,27/06/2012,31/05/2017,Si,ml,A07CA99,ELECTROLITOS CON CARBOHIDRATOS REHIDRATACION ORAL,ORAL,B,CLORURO DE SODIO,mg,20500000.0,100 ML DE SOLUCION,SOLUCION ORAL,QUIBI S.A. EN REESTRUCTURACION,FABRICANTE,FABRICAR Y VENDER,
20043699,VARTERAL HCT ® 160/10/25,PROCAPS S.A.,INVIMA 2012M-0013034,13/04/2012,20/04/2017,Vencido,20043699,4,28.0,CAJA POR 28 TABLETAS RECUBIERTAS EN EMPAQUE INDIVIDUAL TIPO BLISTER ALUMINIO / ALUMINIO POR 7 TABLETAS C/U.,Inactivo,03/12/2012,20/04/2017,No,U,C09DX01,VALSARTAN. AMLODIPINA E HIDROCLOROTIAZIDA.,ORAL,A,HODROCLOROTIAZIDA,mg,2500000.0,POR TABLETA RECUBIERTA,TABLETA RECUBIERTA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
20043704,VARTERAL HCT® 160/5/25,PROCAPS S.A.,INVIMA 2012M-0013035,13/04/2012,20/04/2017,Vencido,20043704,20,5.0,MUESTRA MEDICA: :SIN DATOCAJA X 5 TABLETAS RECUBIERTAS EN EMPAQUE INDIVIDUAL TIPO BLÍSTER ALUMINIO/ PVDCSIN DATOPOR 5 TABLETAS RECUBIERTA,Inactivo,14/09/2012,20/04/2017,No,U,C09DX01,VALSARTAN. AMLODIPINA E HIDROCLOROTIAZIDA.,ORAL,B,VALSARTAN,mg,16000000.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
20043929,CARTILOX SOBRE 1500 MG,GALENO QUIMICA S.A.,INVIMA 2012M-0013394,24/07/2012,15/08/2017,Vencido,20043929,2,28.0,CAJA PLEGADIZA CARTON CON 28 SOBRES DE ALUMINIO PAUCHE POR 3. 8 G C/U.,Inactivo,15/06/2012,15/08/2017,No,U,M01AX05,GLUCOSAMINA,ORAL,E,GLUCOSAMINA SULFATO CRISTALINA 1888.6 MG .EQUIVALENTE A GLUCOSAMINA SULFATO,mg,150000000.0,SOBRES POR 3.8 GRAMOS,POLVO PARA RECONSTITUIR A SOLUCION ORAL,LABORATORIOS LA SANTÉ S.A.,FABRICANTE,FABRICAR Y VENDER,
20044005,CORDIAX AM 80 / 10 MG TABLETAS,LABORATORIOS SYNTHESIS S.A.S.,INVIMA 2012M-0013232,23/05/2012,13/06/2017,Vencido,20044005,20,20.0,CAJA X 20SIN DATOTABLETAS EN BLISTER ACLAR TRANPARENTE / ALU X 10 TABLETAS,Inactivo,05/03/2012,13/06/2017,No,U,C09DB04,TELMISARTAN Y AMLODIPINO,ORAL,A,TELMISARTAN,mg,8000000.0,TABLETA,TABLETA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20045884,NOVAL®,LABORATORIOS SYNTHESIS S.A.S.,INVIMA 2018M-0013327-R1,29/06/2012,05/10/2023,Vencido,20045884,5,28.0,CAJA CON 2 BLISTER POR 28 TABLETAS RECUBIERTAS (24 TABLETAS RECUBIERTAS CON ACTIVO Y 4 TABLETAS DE PLACEBO) EN BLISTER PVDC/ALUMINIO CADA UNO.,Inactivo,29/10/2018,05/10/2023,No,U,G03AA14,NOMEGESTROL Y ESTRADIOL,ORAL,A,NOMEGESTROL ACETATO,mg,250000.0,TABLETA CUBIERTA CON PELICULA,TABLETA CUBIERTA CON PELICULA,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20045976,SEROPAX 20 MG,KERN PHARMA S.L,INVIMA 2013M-0014009,02/01/2013,03/06/2018,Vencido,20045976,5,56.0,CAJA POR 56 COMPRIMIDOS RECUBIERTOS EN BLISTER ALUMINIO/ALUMINIO,Inactivo,22/11/2012,03/06/2018,No,U,N06AB05,PAROXETINA,ORAL,A,ROXETINA CLORHIDRATO HEMIHIDRATO 22.76 MG EQUIVALENTE A PAROXETINA,mg,2000000.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,CALIER FARMACEUTICA DE COLOMBIA S.A.,IMPORTADOR,IMPORTAR Y VENDER,
20046297,MAGNION® 100 U,LABORATORIOS SYNTHESIS S.A.S.,INVIMA 2013M-0013961,21/01/2013,20/02/2018,Vencido,20046297,1,1.0,CAJA CON 1 VIAL EN VIDRIO TIPO I CON TAPON CLOROBUTILO Y TAPA DE ALUMINIO CONTENIENDO EL POLVO LIOFILIZADO,Activo,28/05/2012,,No,U,M03AX01,TOXINA BOTULINICA,SUBCUTANEA,S,TOXINA BOTULINICA TIPO A,U,10000000.0,VIAL,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,HUGEL INC.,FABRICANTE,IMPORTAR Y VENDER,
20048390,IPCA GABATA® 300 MG,IPCA LABORATORIES LIMITED,INVIMA 2013M-0013979,31/01/2013,04/08/2018,Vencido,20048390,5,30.0,CAJA POR 30 CAPSULAS DURAS EN BLISTER PVC/PVDC/AL (3X10 CAPSULAS),Inactivo,19/07/2012,04/08/2018,No,U,N03AX12,GABAPENTIN,ORAL,A,GABAPENTINA,mg,30000000.0,CAPSULA DURA,CAPSULA DURA,IPCA LABORATORIES LIMITED,FABRICANTE,IMPORTAR Y VENDER,
20048476,ADOREM GRIPA DIA GRANULADO,LABORATORIOS SIEGFRIED S.A.S.,INVIMA 2012M-0013332,29/06/2012,07/11/2017,Vencido,20048476,3,18.0,CAJA POR 18 SOBRES DE ALUMINIO/POLIESTER/COEXTRUIDO POR 10 G DE GRANULADO C/U.,Inactivo,25/06/2012,07/11/2017,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,CLORHIDRATO DE FENILEFRINA,mg,1000000.0,SOBRE,GRANULOS,LABORATORIOS SIEGFRIED S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20049582,TELMISARTAN 80 MG,NOVARTIS DE COLOMBIA S.A.,INVIMA 2013M-0014156,27/03/2013,26/04/2018,Vencido,20049582,12,20.0,MUESTRA MEDICA: CAJA POR 20 TABLETAS EN BLISTER ALU/ALU,Inactivo,09/11/2012,26/04/2018,Si,U,C09CA07,TELMISARTAN,ORAL,A,TELMISARTAN,mg,8000000.0,TABLETA,TABLETA,GRUP SAGLIK ÜRÜNLERI ILACLARI SAN. VE. A.S,FABRICANTE,IMPORTAR Y VENDER,
